Screen Name,Statuses,Followers,Friends,Philanthropic Impact Score,Mentioned Key Words,Twitter Score,Impact Indicator,Profile,Description,Tags Mentioned,Users Mentioned,prediction
amprog,21250,57530,937,69.21225253641711,False,76.35274166,False,https://pbs.twimg.com/profile_images/658993850493607936/Q_JZg0BW_normal.png,Dedicated to improving the lives of Americans through ideas and action. Tweets by @SaraLang,None,SaraLang,Hot 🔥🔥🔥
TanzaniaMpya,3821,19846,2736,69.20396049180863,False,71.69563915,False,https://pbs.twimg.com/profile_images/607175591247417344/O06dsH0f_normal.jpg,Maswali 40/Majibu 40: Mazungumzo na January Makamba kuhusu #TanzaniaMpya,TanzaniaMpya,None,Hot 🔥🔥🔥
Wilderness,21218,76567,4644,69.17337822862751,False,75.64531326000001,False,https://pbs.twimg.com/profile_images/748591022750470144/Gg2hD_4__normal.jpg,"We work to protect America's last unspoiled, public wildlands before they're gone forever. Join us in the cause!",None,None,Hot 🔥🔥🔥
UNSDSN,3290,9939,691,69.16127332378278,False,73.22312951,False,https://pbs.twimg.com/profile_images/522762597481734144/kS6GaKpr_normal.jpeg,The Sustainable Development Solutions Network (SDSN) mobilizes the world’s top scientists and technical experts on key challenges of sustainable development.,None,None,Hot 🔥🔥🔥
voicesofyouth,10837,49697,4901,69.16088701344798,False,74.31924007,False,https://pbs.twimg.com/profile_images/456444314982166528/HOPpeJaD_normal.jpeg,"Voices of Youth is UNICEF's global online community for young people who want to know more, do more and say more about the world.",None,None,Hot 🔥🔥🔥
GEOfunders,5341,16027,970,69.15966257312495,False,73.90951858,False,https://pbs.twimg.com/profile_images/681557839232536576/QY_vqXB9_normal.png,Grantmakers for Effective Organizations advances smarter grantmaking practices that enable nonprofits to grow stronger and achieve better results.,None,None,Hot 🔥🔥🔥
ThirdSector,26636,71734,1020,69.15905142944949,False,76.43737234,False,https://pbs.twimg.com/profile_images/482146571983667200/yQxkfYAk_normal.jpeg,Third Sector is the UK’s leading publication for everyone who needs to know what’s going on in the voluntary and not-for-profit sector.,None,None,Hot 🔥🔥🔥
fmisangre,5371,46039,6036,69.15292449356826,False,74.67333529,False,https://pbs.twimg.com/profile_images/725319176601124864/7dIc42YZ_normal.jpg,"Creada por Juan Esteban Aristizabal @Juanes en el 2006. Trabajamos para que los niños, niñas y jóvenes sean protagonistas en la construcción de paz en Colombia.",None,Juanes,Hot 🔥🔥🔥
ceprdc,7663,21423,458,69.14741712449134,False,76.29460129,False,https://pbs.twimg.com/profile_images/717712993035927552/uY5SWl46_normal.jpg,The Center for Economic and Policy Research promotes democratic debate on the most important economic and social issues that affect people's lives.,None,None,Hot 🔥🔥🔥
wcfpres,30,113,7,69.12774653315584,True,76.07228037,False,https://pbs.twimg.com/profile_images/2019726768/25th_logo_normal.JPG,The Winona Community Foundation improves the quality of life in the Winona area,None,None,Hot 🔥🔥🔥
YouthAssembly,2480,15510,1969,69.11085664853744,False,73.68398499000001,False,https://pbs.twimg.com/profile_images/378800000867756268/J8NALZyX_normal.jpeg,The largest and longest-running youth gathering at the United Nations. Follows and retweets ≠ endorsements.,None,None,Hot 🔥🔥🔥
CSFundraising,5784,16218,418,69.10950825406523,True,75.97490730000001,False,https://pbs.twimg.com/profile_images/420951780462039041/ltui7TKV_normal.jpeg,Fundraising Magazine is the UK’s leading magazine for charity and civil society fundraisers. http://t.co/UNhnY6iNvF. Published by @CivilSocietyUK.,None,CivilSocietyUK,Hot 🔥🔥🔥
Stand4Children,2800,13515,1490,69.09689872261535,False,73.64470118,False,https://pbs.twimg.com/profile_images/727220111686291456/INiumH4w_normal.jpg,"Working to ensure all children, regardless of their background, graduate from high school prepared for, and with access to, a college education.",None,None,Hot 🔥🔥🔥
cesifoti,4196,8508,1182,69.07783378951184,False,62.04414998000001,False,https://pbs.twimg.com/profile_images/710582148542103552/zkxAgCQT_normal.jpg,Faculty at @MIT @MediaLab. Lead of @MacroMIT. Author of Why Information Grows: https://t.co/K9XF8ycjOa,None,"MIT, MediaLab, MacroMIT",Hot 🔥🔥🔥
BridgespanGroup,5436,28341,3280,69.05892524604353,False,73.64131701000001,False,https://pbs.twimg.com/profile_images/660121535282188288/WspZgUFA_normal.jpg,"Collaborating with social sector leaders to help scale impact, build leadership, advance philanthropic effectiveness and accelerate learning.",None,None,Hot 🔥🔥🔥
SiliconCape,13961,41394,1685,69.04487142388984,False,75.36919475,False,https://pbs.twimg.com/profile_images/2966184506/e5c8116885af9050570dff4c061b99bf_normal.png,"Connecting, Promoting & Supporting the Technology Startup community in the Western Cape. Signup https://t.co/jP5OHf5Mu7 #siliconcape",siliconcape,None,Hot 🔥🔥🔥
NonProfitDaily,1284,48203,6758,69.02721466040636,False,76.52253327,False,https://pbs.twimg.com/profile_images/512337060/twitter_normal.jpg,"Non-Profit Resources & News. Volunteers, management, leadership, fundraising, tech and more for museums, health/human services, service orgs, education, etc.",None,None,Hot 🔥🔥🔥
UNICEFRomania,2373,7146,250,69.00530502156573,False,75.97112313000001,False,https://pbs.twimg.com/profile_images/904131084/unicef-logo-twitter_normal.png,împreună pentru copii,None,None,Hot 🔥🔥🔥
RooftopFilms,6746,35267,4026,68.99873454205654,False,73.77619688,False,https://pbs.twimg.com/profile_images/732398011662340096/G-moYqGo_normal.jpg,NYC based nonprofit whose mission is to engage diverse communities by showing independent films in outdoor locations ~ Underground Movies Outdoors ~,None,None,Hot 🔥🔥🔥
UN_Photo,27519,73914,932,68.98867436771555,False,76.48135871000001,False,https://pbs.twimg.com/profile_images/705522787889385472/_1Ar5oEj_normal.jpg,"UN Photo has a collection of over 800,000 pictures from the last 70 years. The rights to these photos belong to the UN.",None,None,Hot 🔥🔥🔥
LuminaFound,6649,22698,1503,68.9871780035326,True,74.65084339,False,https://pbs.twimg.com/profile_images/469521341079498752/jfOOQLkC_normal.png,Lumina is a private foundation committed to increasing the # of Americans w/high-quality #highered credentials to 60% by 2025. Tweets by Lumina staff.,highered,None,Hot 🔥🔥🔥
Masood__Khan,636,2436,174,68.97609069458865,False,75.21019262,False,https://pbs.twimg.com/profile_images/466618894442971136/jo65zcAi_normal.jpeg,,None,None,Hot 🔥🔥🔥
UNECE,11146,30749,636,68.95760206502914,True,76.14963268,False,https://pbs.twimg.com/profile_images/601661246342037504/6YzH3H2v_normal.png,"UNECE fosters sustainable development by translating the #GlobalGoals into norms and conventions that impact people’s lives every day. 
https://t.co/eyrwIKrEmp",GlobalGoals,None,Hot 🔥🔥🔥
popupcity,5091,16201,688,68.95714305294898,False,75.9064709,False,https://pbs.twimg.com/profile_images/2381646248/zpshb8jg73qvpnzgpeap_normal.png,Ideas that shape the city of the future. Hungry for more? http://t.co/JgqXi1nv6o,None,None,Hot 🔥🔥🔥
WorldWaterForum,702,3562,332,68.95287061729921,False,75.36259757,False,https://pbs.twimg.com/profile_images/1219901250/logo-twitter_normal.jpg,"The theme for the 6th World Water Forum is Time for Solutions and will be held in Marseilles, France. Visit our Platform for Solutions http://t.co/aQt8X7euhw",None,None,Hot 🔥🔥🔥
NYAcademyofArt,5283,14287,725,68.89753601790618,False,73.48955175,False,https://pbs.twimg.com/profile_images/378800000371738758/aae0fe3446db1fead18d8d264dc23b10_normal.jpeg,"Exhibitions, Events, and Education in the heart of Tribeca",None,None,Hot 🔥🔥🔥
KPFoundation,10140,28146,693,68.8949103924447,True,75.89264655,False,https://pbs.twimg.com/profile_images/3420301865/8c03f10b8e66b442dbbc43bc367d9f89_normal.jpeg,Making it easier to live with burns and scars  UK London based burns charity founded by Katie Piper,None,None,Hot 🔥🔥🔥
BillNeelyNBC,9728,27324,625,68.89263511109591,False,76.15551173,False,https://pbs.twimg.com/profile_images/1909434328/Bill_Neely_-_balcony3_-_cropped_mini_normal.jpg,"Chief Global Correspondent @NBCNews. Husband, father, marathon runner, amateur Triathlete, wine lover & Leeds United optimist against all the evidence",None,NBCNews,Hot 🔥🔥🔥
OPCW,2835,10900,822,68.85905683567722,False,74.87131334,False,https://pbs.twimg.com/profile_images/744882757269069824/3KDMf0oX_normal.jpg,Official Twitter account of the Organisation for the Prohibition of Chemical Weapons. Nobel Peace Prize laureate for 2013.,None,None,Hot 🔥🔥🔥
UNESCOICTs,2947,8696,423,68.8360175580454,False,74.61951754,False,https://pbs.twimg.com/profile_images/707726025183141888/x8jea1kF_normal.jpg,"@UNESCO ICTs in #Education: Policy, Teacher Education, e-learning and mobile learning, ICT for Literacy, ICT in Nonformal Edu, ICT & EMIS, OER & FOSS, ODL.",Education,UNESCO,Hot 🔥🔥🔥
RogerLMartin,2886,13597,1241,68.81196302056794,False,75.01394043,False,https://pbs.twimg.com/profile_images/2683998063/6a2a747c3e672de5a5c3241047d579ab_normal.jpeg,"Thinker, author, strategist, advisor",None,None,Hot 🔥🔥🔥
DurgaPrabhat,20,940,136,68.79658245106017,False,76.2606983,False,https://pbs.twimg.com/profile_images/378800000846774877/a277f738c8671b3f55c46b01bc8827be_normal.jpeg,Nepal PR to the UN,None,None,Hot 🔥🔥🔥
IUPhilanthropy,5318,12557,733,68.75980857674706,True,71.06671910000001,False,https://pbs.twimg.com/profile_images/527542120932839424/bGP3C09a_normal.jpeg,Indiana University Lilly Family School of Philanthropy offers a comprehensive approach to philanthropy—Improving Philanthropy to Improve the World.,None,None,Hot 🔥🔥🔥
calvert_fdn,4039,17484,1561,68.75607068241952,False,74.5846368,False,https://pbs.twimg.com/profile_images/1882549403/CalvertFdn_stacked_color_small_normal.jpg,Investments for social good.,None,None,Hot 🔥🔥🔥
Unitus,555,2555,224,68.74889502857107,False,75.14871016,False,https://pbs.twimg.com/profile_images/1395155952/unitus_twitter_avatar_fnl_normal.gif,Market-based solutions to global poverty,None,None,Hot 🔥🔥🔥
RobertAlai,174215,447911,3553,68.73251388767795,True,76.26457981,False,https://pbs.twimg.com/profile_images/732290322080911360/3XaoWfY8_normal.jpg,Peace is not lack of violence. Justice is a much better foundation for peace. Demand justice to build PEACE | alai@techmtaa.com,None,None,Hot 🔥🔥🔥
UNSR_VickyTauli,614,2069,143,68.72968283838665,False,74.22274841000001,False,https://pbs.twimg.com/profile_images/476893178818088962/9HTMzJcC_normal.jpeg,UN Special Rapporteur on the rights of indigenous peoples.,None,None,Hot 🔥🔥🔥
gcasar,653,1850,107,68.72474882137897,False,73.38375503,False,https://pbs.twimg.com/profile_images/695393045336862720/rfyAUvD0_normal.jpg,Directora Ejecutiva de la Agencia Mexicana de Cooperación Internacional para el Desarrollo (@AMEXCID),None,AMEXCID,Hot 🔥🔥🔥
AndTanoto,869,2315,178,68.68447775282276,False,71.00970792,False,https://pbs.twimg.com/profile_images/742514743965941760/3NzjHq-4_normal.jpg,"Poverty allevation, through Education, Empowerment and Enhancement! also more on: https://t.co/9eSJm95iEe",None,None,Hot 🔥🔥🔥
EPAsmartgrowth,2728,11400,907,68.67411940910621,False,75.11286464,False,https://pbs.twimg.com/profile_images/3475630160/356ef7245d4181e0ef4970ff7cd81774_normal.jpeg,Helping communities grow in ways that expand economic opportunity while protecting human health and the environment. Neither RT nor @mentions imply endorsement.,None,mentions,Hot 🔥🔥🔥
PNUMA,2356,6431,737,68.67098426364613,False,67.90135260000001,False,https://pbs.twimg.com/profile_images/378800000477199926/351b9e666024686e5019570e7a632180_normal.jpeg,Cuenta oficial del Programa de las Naciones Unidas para el #MedioAmbiente. La información más actual sobre #PNUMA #UNEP. https://t.co/IjARY6KTA0,"MedioAmbiente, PNUMA, UNEP",None,Hot 🔥🔥🔥
UNFCCCwebcast,4324,10787,7,68.66714629329097,False,76.44268554,False,https://pbs.twimg.com/profile_images/670648987788144640/3i8c7v0y_normal.jpg,Alerts you to changing agenda items during live broadcasts from UNFCCC conferences.,None,None,Hot 🔥🔥🔥
UNHCRCyprus,607,4003,455,68.64753146977375,False,74.94479334,False,https://pbs.twimg.com/profile_images/474513091539914752/-VACAKPD_normal.jpeg,"UNHCR Representation in Cyprus, since 1974.",None,None,Hot 🔥🔥🔥
waynecountyfdtn,158,398,2,68.63101654687986,True,76.26851712,False,https://pbs.twimg.com/profile_images/303377948/acorn_black_normal.JPG,"The Wayne County Foundation exists to foster and encourage private philanthropic giving to improve the quality of life in Wayne County, Indiana.",None,None,Hot 🔥🔥🔥
adamhirsch,4363,20435,1943,68.62749803729639,False,74.60028291,False,https://pbs.twimg.com/profile_images/421215003/Adam_Hirsch_normal.jpg,"EVP @EdelmanDigital Formerly: CDO at @Chideo, COO/Current Advisor @Mashable, CDO of http://t.co/vEqzQQfrzY",None,"EdelmanDigital, Chideo, Mashable",Hot 🔥🔥🔥
benwizner,5064,8658,748,68.62099508569587,False,63.56700756,False,https://pbs.twimg.com/profile_images/667131137420955648/1QtYUZqn_normal.jpg,"Director, ACLU Speech, Privacy & Technology Project. Views are my own. PGP: BE3E C9CA 2E10 8FCD 27AB A1A5 DB0F 8EF4 AAE8 8E7D",None,None,Hot 🔥🔥🔥
newsudanvision,617,1633,25,68.62077093844809,False,76.02656757,False,https://pbs.twimg.com/profile_images/213693389/NSV_Logo_normal.jpg,The New Sudan Vision is a prominent online #SouthSudan/ese website. Founded in January 2006 with the mission of Bridging the Information Gap.,SouthSudan,None,Hot 🔥🔥🔥
UNICEF_CAR,1566,4787,220,68.61499664619969,False,75.13698724000001,False,https://pbs.twimg.com/profile_images/444415572667682816/8HLvEbSB_normal.jpeg,"Works for women & children in CAR, distributes live-saving supplies and provides emergency health, nutrition, protection, & WASH support to affected population",None,None,Hot 🔥🔥🔥
nothingbutnets,12286,31716,1633,68.58351512306416,False,72.7706114,False,https://pbs.twimg.com/profile_images/461919682300084224/L6mL_MsR_normal.png,"Every two minutes, a child dies from malaria - a deadly yet preventable disease. But together, we can defeat malaria in this generation!",None,None,Hot 🔥🔥🔥
NorwayUN,6407,19495,1450,68.56945885457152,False,72.70429628000001,False,https://pbs.twimg.com/profile_images/722847508079075329/4Em5q0rs_normal.jpg,"Official Twitter for Norway's Mission to the @UN in New York. 
Follow ambassadors @GeirOPedersen @MayElinStener. 
Instagram: norway_un 
Snapchat: NorwayUN",None,"UN, GeirOPedersen, MayElinStener",Hot 🔥🔥🔥
ias2011,238,1669,193,68.55130092215076,False,75.03183789,False,https://pbs.twimg.com/profile_images/1374884019/IAS2011_Twitter_logo_normal.jpg,"The largest open scientific conference on HIV/AIDS, the 6th IAS Conference on HIV Pathogenesis, Treatment and Prevention (IAS 2011) is 17-20 July in Rome.",None,None,Hot 🔥🔥🔥
AshokaU,5720,13342,827,68.55005388844006,False,70.51925569000001,False,https://pbs.twimg.com/profile_images/528274384419434497/RQKuGd05_normal.png,Transforming universities into hubs of social innovation.,None,None,Hot 🔥🔥🔥
Camfed,6354,199408,29387,68.54430847753675,False,75.64026513,False,https://pbs.twimg.com/profile_images/463593458884546560/AlogLRhu_normal.png,Camfed works to break the cycle of poverty and disease in rural Africa by educating girls and investing in economic and leadership opportunities for young women,None,None,Hot 🔥🔥🔥
Noninimusic,48523,119996,5061,68.50011664433883,False,72.98217126,False,https://pbs.twimg.com/profile_images/629908871729905665/UHOQWja__normal.jpg,"Kenyan Music Industry Consultant/Father/Director PRISK/Recording & Performing Genge Artist! Entrepreneur, sorry Raprenuer! TOSHA!",None,None,Hot 🔥🔥🔥
UN_Radio,24187,63156,959,68.48721936511879,False,75.81790137,False,https://pbs.twimg.com/profile_images/613361807755849730/EwMWvc-A_normal.jpg,"Official twitter account of UN Radio. 
Click links to listen to news and features from the UN and its work around the world. http://t.co/EBxu7ILzFf",None,None,Hot 🔥🔥🔥
unstamps,56,479,61,68.47485141417813,False,74.82757316,False,https://pbs.twimg.com/profile_images/586135077773512704/x0KQcI6L_normal.jpg,,None,None,Hot 🔥🔥🔥
SintaKaniawati,4,138,20,68.47141623748723,True,76.05028474000001,False,https://pbs.twimg.com/profile_images/3763484642/c94596cb2d61114145df22471a2a9f17_normal.jpeg,Professional working in Corporate Foundation. Interest in sustainable development and community engagement activities,None,None,Hot 🔥🔥🔥
IITA_CGIAR,2838,9320,639,68.4713768014524,False,73.93983340000001,False,https://pbs.twimg.com/profile_images/497019745850228736/Wz66q4zs_normal.png,Africa's leading research partner in finding solutions to hunger & poverty,None,None,Hot 🔥🔥🔥
MSCintheUK,4503,10579,908,68.45393654690771,False,68.48010599999999,False,https://pbs.twimg.com/profile_images/438653702056865792/QY5o1_8y_normal.png,Marine Stewardship Council in the UK. Look for the blue MSC label on seafood for the best environmental choice in sustainable seafood.,None,None,Hot 🔥🔥🔥
